slice_id,PC1,PC2,is_anomaly,anomaly_score,anomaly_category,anomaly_flag,anomaly_status,anomaly_score_abs
0,-16.003457634092616,-2.397432448139982,True,0.2323572754543685,high_porosity+resin_rich+resin_fragmented+large_pores,1,Anomalous,0.2323572754543685
1,-16.159629002551373,-4.010912795324393,True,0.2244840142583031,high_porosity+resin_rich+resin_fragmented+large_pores,1,Anomalous,0.2244840142583031
2,-14.78994765147106,-4.687371213172463,True,0.2087776540357229,high_porosity+resin_rich+resin_fragmented+large_pores,1,Anomalous,0.2087776540357229
3,-13.17153009813093,-4.773667568668154,True,0.1808656145572199,high_porosity+resin_rich+resin_fragmented,1,Anomalous,0.1808656145572199
4,-11.460013021276012,-4.886507290870122,True,0.1643456637946632,high_porosity+resin_rich+resin_fragmented,1,Anomalous,0.1643456637946632
5,-9.84214921271822,-4.54454325776649,True,0.1500860669321205,high_porosity+resin_rich+resin_fragmented,1,Anomalous,0.1500860669321205
6,-8.651112168676912,-4.437164389299118,True,0.1323118930038266,high_porosity+resin_rich+resin_fragmented,1,Anomalous,0.1323118930038266
7,-6.979269933757148,-4.0285684890463225,True,0.1010829050083605,high_porosity+resin_rich+resin_fragmented,1,Anomalous,0.1010829050083605
8,-5.901724665930566,-3.736253238684476,True,0.0848388401209111,resin_rich+resin_fragmented,1,Anomalous,0.0848388401209111
9,-4.860751000092385,-3.098568416152665,True,0.04929989785328,resin_rich+resin_fragmented,1,Anomalous,0.04929989785328
10,-4.104939982250705,-2.968909756443282,True,0.0315156458976395,resin_rich+resin_fragmented,1,Anomalous,0.0315156458976395
11,-3.5586915786747944,-2.731922269642056,True,0.0073955771162834,resin_rich+resin_fragmented,1,Anomalous,0.0073955771162834
12,-2.758076235285124,-2.391376547838437,False,-0.0310361735889098,normal,0,Normal,0.0310361735889098
13,-2.582799699672509,-2.3529734998998237,False,-0.0372095699266885,normal,0,Normal,0.0372095699266885
14,-2.0958790853042606,-2.3390668714963656,False,-0.0397887165628834,normal,0,Normal,0.0397887165628834
15,-1.379527756408164,-2.0278604720322377,False,-0.0855847789195789,normal,0,Normal,0.0855847789195789
16,-1.0233429179617437,-1.804630233165468,False,-0.098640954689836,normal,0,Normal,0.098640954689836
17,-0.5026011336492797,-1.8997876814984327,False,-0.1146435357326506,normal,0,Normal,0.1146435357326506
18,-0.1309197618117467,-1.670962967195782,False,-0.135132361384737,normal,0,Normal,0.135132361384737
19,0.1911044118717774,-1.504570965421499,False,-0.1459745589255136,normal,0,Normal,0.1459745589255136
20,0.2641743589426634,-1.4508210436490805,False,-0.1558418900369816,normal,0,Normal,0.1558418900369816
21,0.1843283534311783,-1.3012445807623143,False,-0.1548564110137842,normal,0,Normal,0.1548564110137842
22,-0.1844561173151026,-0.468759952611164,False,-0.1205176076320758,normal,0,Normal,0.1205176076320758
23,-0.6760327743570206,-0.5587873503679759,False,-0.1197036155599705,normal,0,Normal,0.1197036155599705
24,-0.2459796549636702,-0.2442056391111922,False,-0.1507226225729005,normal,0,Normal,0.1507226225729005
25,0.389348284233532,-0.5467603858218212,False,-0.1854931847564347,normal,0,Normal,0.1854931847564347
26,0.827894216697197,-1.0341652660397034,False,-0.1494153509766539,normal,0,Normal,0.1494153509766539
27,1.660880782712296,-1.136357181614993,False,-0.1452846153000559,normal,0,Normal,0.1452846153000559
28,1.6329834432418615,-1.0621285943106482,False,-0.1101493150410026,normal,0,Normal,0.1101493150410026
29,1.5462266024236488,-0.984417464734072,False,-0.1362441135722304,normal,0,Normal,0.1362441135722304
30,1.2695936762001048,-0.611174667152684,False,-0.1678088402893866,normal,0,Normal,0.1678088402893866
31,1.0044749017483416,-0.6629366054301133,False,-0.1881083039097112,normal,0,Normal,0.1881083039097112
32,0.8321826700559203,-0.4700300608062741,False,-0.1862917843934315,normal,0,Normal,0.1862917843934315
33,0.4243038761582587,-0.5012161708913121,False,-0.175785247204974,normal,0,Normal,0.175785247204974
34,0.670847348672211,-0.7299420667353385,False,-0.1805410937935299,normal,0,Normal,0.1805410937935299
35,1.2115480946226356,-0.7064446793478107,False,-0.1836317613503176,normal,0,Normal,0.1836317613503176
36,1.569243947099379,-0.8237005080773917,False,-0.1720500579785434,normal,0,Normal,0.1720500579785434
37,1.8157872017302925,-0.7981182976191874,False,-0.159910143828832,normal,0,Normal,0.159910143828832
38,1.7062376163050628,-0.9287589679554016,False,-0.1643928129919084,normal,0,Normal,0.1643928129919084
39,1.1702070535562294,-1.257342419220129,False,-0.1631102133325074,normal,0,Normal,0.1631102133325074
40,1.084959782432274,-0.8662434567253836,False,-0.1794405289294663,normal,0,Normal,0.1794405289294663
41,0.6075754006964994,-0.4643664231828915,False,-0.1680117183836577,normal,0,Normal,0.1680117183836577
42,0.582412054243106,-0.7088203208008089,False,-0.1525502182944182,normal,0,Normal,0.1525502182944182
43,0.3989117663813898,-0.6514421493177897,False,-0.1716457315475726,normal,0,Normal,0.1716457315475726
44,0.4812652412699038,-0.7098139681732354,False,-0.1735842460573108,normal,0,Normal,0.1735842460573108
45,0.3327977717159069,-0.4102982239625737,False,-0.1570003409223822,normal,0,Normal,0.1570003409223822
46,0.419772719986429,-0.3645440037808869,False,-0.1719774312414005,normal,0,Normal,0.1719774312414005
47,0.437908328283547,-0.306323017180778,False,-0.1845750622099685,normal,0,Normal,0.1845750622099685
48,1.1968642424586031,-0.5279220972330179,False,-0.1878972495229435,normal,0,Normal,0.1878972495229435
49,1.5533464934582968,-0.940203031238101,False,-0.1558584913333869,normal,0,Normal,0.1558584913333869
50,2.045777407210042,-0.6894441949732368,False,-0.1434472280493355,normal,0,Normal,0.1434472280493355
51,1.6438709592387577,-0.3055749027322887,False,-0.1798662351801532,normal,0,Normal,0.1798662351801532
52,1.1295849509742368,-0.0979379730720841,False,-0.1926081570918184,normal,0,Normal,0.1926081570918184
53,0.6451464698586267,0.3026499979996865,False,-0.1725193144081115,normal,0,Normal,0.1725193144081115
54,0.791212575272789,-0.0223890944588108,False,-0.184206955345049,normal,0,Normal,0.184206955345049
55,1.7477131397155967,-0.4357457532321872,False,-0.1690233083716222,normal,0,Normal,0.1690233083716222
56,1.445147209189055,-0.6179169219646036,False,-0.1480461362850272,normal,0,Normal,0.1480461362850272
57,2.00920259700446,-0.4026474000453324,False,-0.1628380972041453,normal,0,Normal,0.1628380972041453
58,2.4382232248853875,-0.5355104626160915,False,-0.1230606650997367,normal,0,Normal,0.1230606650997367
59,2.537548200210328,-0.9904942812184928,False,-0.09808981570478,normal,0,Normal,0.09808981570478
60,2.296812178449239,-1.105993538132018,False,-0.1096400944154228,normal,0,Normal,0.1096400944154228
61,1.9959235735243697,-0.8045219163541946,False,-0.1587169968091878,normal,0,Normal,0.1587169968091878
62,1.5358411075794678,-0.6664610574286426,False,-0.1827858492250983,normal,0,Normal,0.1827858492250983
63,1.686020553804477,-0.1385967601570405,False,-0.1699546605940098,normal,0,Normal,0.1699546605940098
64,1.2759003001735276,0.2348550422310653,False,-0.142259293762178,normal,0,Normal,0.142259293762178
65,1.4871847666746332,-0.3639132287377985,False,-0.1743525741545687,normal,0,Normal,0.1743525741545687
66,1.8301869061757936,-0.8906390409519768,False,-0.1497006474461012,normal,0,Normal,0.1497006474461012
67,1.939062554929865,-0.655976034018663,False,-0.150349803432395,normal,0,Normal,0.150349803432395
68,1.7092319983415856,-0.3996273547987221,False,-0.1743914074183224,normal,0,Normal,0.1743914074183224
69,1.6375501196587596,-0.0111252622152772,False,-0.1719752673929773,normal,0,Normal,0.1719752673929773
70,1.3602622765767085,-0.1548806699763613,False,-0.1744183413690609,normal,0,Normal,0.1744183413690609
71,0.9846694838931648,0.1018827309606683,False,-0.1746505890727019,normal,0,Normal,0.1746505890727019
72,0.7904517627156554,0.1669014196946483,False,-0.180098897030515,normal,0,Normal,0.180098897030515
73,0.9224710546394598,-0.1636082778089783,False,-0.1737305864464642,normal,0,Normal,0.1737305864464642
74,0.977160501246536,-0.6542947841064288,False,-0.1843751664275452,normal,0,Normal,0.1843751664275452
75,1.639082660875575,-0.3494477238052584,False,-0.1895661288103023,normal,0,Normal,0.1895661288103023
76,2.096999393726429,-0.728375364309785,False,-0.1622337408099003,normal,0,Normal,0.1622337408099003
77,2.5480376485271274,-1.1279357163957526,False,-0.1095803373193892,normal,0,Normal,0.1095803373193892
78,2.7043452195754965,-0.7805965607756021,False,-0.0797389206422929,normal,0,Normal,0.0797389206422929
79,2.20160049246284,-0.5492304110582191,False,-0.1349645535911225,normal,0,Normal,0.1349645535911225
80,1.8740054455530517,-0.3541019181485045,False,-0.1751974848229846,normal,0,Normal,0.1751974848229846
81,1.5997818037711216,-0.1287360739755537,False,-0.183514459682731,normal,0,Normal,0.183514459682731
82,1.2397909526562545,-0.4024171696686333,False,-0.1944750109570948,normal,0,Normal,0.1944750109570948
83,1.2365006073674851,-0.2317519350918596,False,-0.1929784625879398,normal,0,Normal,0.1929784625879398
84,1.3759683857983354,0.1937682037544655,False,-0.1756563567215119,normal,0,Normal,0.1756563567215119
85,1.275274040297919,-0.2121813540856728,False,-0.182228963903496,normal,0,Normal,0.182228963903496
86,1.3369512856451526,-0.5280319127248773,False,-0.1862491732797159,normal,0,Normal,0.1862491732797159
87,1.1527116894748937,-0.5006779865360558,False,-0.1883340361995387,normal,0,Normal,0.1883340361995387
88,1.1555864113516598,-0.415249107389841,False,-0.1898566451775567,normal,0,Normal,0.1898566451775567
89,0.4120827525894091,0.0493269700441032,False,-0.1561794542708083,normal,0,Normal,0.1561794542708083
90,-0.184102939149687,0.3066477010490029,False,-0.1343539435113562,normal,0,Normal,0.1343539435113562
91,-0.216457035251607,0.2167302869207748,False,-0.1145907098121457,normal,0,Normal,0.1145907098121457
92,-0.1777730801421332,0.3549805916824308,False,-0.1141264994646762,normal,0,Normal,0.1141264994646762
93,0.1169939637280373,-0.2995441253141236,False,-0.1347353358294032,normal,0,Normal,0.1347353358294032
94,0.1693301040585242,-0.4082473105235369,False,-0.1416203431394737,normal,0,Normal,0.1416203431394737
95,0.6776947660153043,0.3221897878735174,False,-0.1072999890806848,normal,0,Normal,0.1072999890806848
96,1.092231656091678,-0.2437202430915399,False,-0.1384337754859346,normal,0,Normal,0.1384337754859346
97,1.1541202975864095,0.1396868771162984,False,-0.1501504526548194,normal,0,Normal,0.1501504526548194
98,0.9833468585456604,-0.0165292387685624,False,-0.1900812048816903,normal,0,Normal,0.1900812048816903
99,1.381064404083289,-0.2177710896545719,False,-0.1725665910232168,normal,0,Normal,0.1725665910232168
100,1.8076517403057983,-0.1559396586883104,False,-0.1748199251294854,normal,0,Normal,0.1748199251294854
101,1.6968038975157185,-0.0524176518643151,False,-0.1679584971074241,normal,0,Normal,0.1679584971074241
102,1.7419481105529877,0.0167406416584536,False,-0.1756210841263686,normal,0,Normal,0.1756210841263686
103,1.6863994044352029,0.3286012840222612,False,-0.1613891552176107,normal,0,Normal,0.1613891552176107
104,1.8318539687169508,0.2650759549398196,False,-0.1522229964048759,normal,0,Normal,0.1522229964048759
105,1.878656689112659,-0.2092702365360363,False,-0.1757630762352728,normal,0,Normal,0.1757630762352728
106,1.849268474291864,-0.3115438962674671,False,-0.1691895353109826,normal,0,Normal,0.1691895353109826
107,1.5895788048803716,-0.3771842603251421,False,-0.1881068838259992,normal,0,Normal,0.1881068838259992
108,1.6079052285317252,-0.1305750499086669,False,-0.1802376347507382,normal,0,Normal,0.1802376347507382
109,1.959820069347661,-0.4089433331427458,False,-0.1684294025448471,normal,0,Normal,0.1684294025448471
110,1.9328891178647605,-0.2568787773414634,False,-0.1642744353560509,normal,0,Normal,0.1642744353560509
111,1.9941655285851536,-0.3656809442030906,False,-0.1632108709699543,normal,0,Normal,0.1632108709699543
112,1.569184991159417,0.0564090285752447,False,-0.1800042689160186,normal,0,Normal,0.1800042689160186
113,1.17989311283943,-0.0699153089720878,False,-0.1934496559701482,normal,0,Normal,0.1934496559701482
114,0.6313449808705351,-0.0876438772788855,False,-0.1912508613986694,normal,0,Normal,0.1912508613986694
115,0.1265892267921244,-0.0663278036216677,False,-0.1784780709650068,normal,0,Normal,0.1784780709650068
116,0.200829303368085,0.4513693658691037,False,-0.1728373120566485,normal,0,Normal,0.1728373120566485
117,0.1227492768355852,0.5535525904033823,False,-0.1643974549313042,normal,0,Normal,0.1643974549313042
118,0.2577887573701199,0.1040603485808529,False,-0.1774600849484113,normal,0,Normal,0.1774600849484113
119,0.457814275105489,0.7095567121831928,False,-0.1531736919783539,normal,0,Normal,0.1531736919783539
120,0.4154834944688156,0.5187109800433065,False,-0.1762240500791307,normal,0,Normal,0.1762240500791307
121,0.2057846764449104,0.7097146598691679,False,-0.1628565598624629,normal,0,Normal,0.1628565598624629
122,0.185909946231781,0.8500517739646134,False,-0.1375393226611128,normal,0,Normal,0.1375393226611128
123,0.3074869066195429,0.6799276921855987,False,-0.1542387676542058,normal,0,Normal,0.1542387676542058
124,0.5410562772663651,1.1687593470529043,False,-0.1253879842152022,normal,0,Normal,0.1253879842152022
125,0.9894850483371288,0.2610331702462469,False,-0.1660257931269043,normal,0,Normal,0.1660257931269043
